	title	brand	price
16	Laptop Asus TUF Gaming FX705DT-AU017T AMD R7-3750H/ GTX 1650 4GB/ Win10 (17.3	Asus	21899000
17	Apple Macbook Pro Touch Bar 2019 - 13 inchs (i5/ 8GB/ 256GB) - Hàng Nhập Khẩu Chính Hãng	Apple	36490000
18	Laptop Asus Zenbook UX433FA-A6061T Core i5-8265U/Win10 (14	Asus	20159000
19	Laptop Asus Vivobook A512FA-EJ1170T Core i3-8145U/ Win10 (15.6 FHD) - Hàng Chính Hãng	Asus	12129000
20	Laptop Asus Vivobook A512FA-EJ440T Core i5-8265U/ Win10 (15.6 FHD) - Hàng Chính Hãng	Asus	15479000
21	Laptop Asus Vivobook S15 S530UN-BQ053T Core i7-8550U/Win10 (15.6 inch) (Gunmetal) - Hàng Chính Hãng	Asus	17899000
22	Laptop Asus Vivobook A412FA-EK377T Core i3-8145U/ Win10 (14 FHD) - Hàng Chính Hãng	Asus	11199000
23	Laptop Dell Gaming G7 7588 70183902 Core i7-8750H/ GTX1050 Ti 4GB/ Dos (15.6	Dell	24199000
24	Laptop Asus Vivobook A512DA-EJ422T AMD R5-3500U/Win10 (15.6 FHD) - Hàng Chính Hãng	Asus	13949000
25	Laptop MSI GF63 Thin 9RCX-645VN Core i7-9750H/ GTX 1050Ti 4GB/ Win10 (15.6 FHD IPS) - Hàng Chính Hãng	MSI	22188000
26	Laptop Asus Vivobook S431FA-EB077T Core i7-8565U/ Win10 (14 FHD IPS) - Hàng Chính Hãng	Asus	19859000
27	Laptop Lenovo ThinkPad E490s 20NGS01K00 Core i5-8265U/ Dos (14 FHD) - Hàng Chính Hãng 	 Lenovo	17809000
28	Laptop Asus ROG Strix G G531GD-AL025T Core i5-9300H/ GTX 1050 4GB/ Win10 (15.6 FHD IPS 120Hz) - Hàng Chính Hãng	Asus	21649000
29	Laptop Asus Zenbook 14 UX433FA-A6111T Core i7-8565U/ Win10/ Numpad (14	Asus	24149000
30	Laptop Asus Vivobook S531FL-BQ190T Core i5-8265U/MX250 2GB/ Win10 (15.6 inch FHD IPS) - Hàng Chính Hãng	Asus	18939000
31	Laptop Asus F570ZD-FY415T AMD R5-2500U/ GTX 1050 4GB/ Win10 (15.6 FHD IPS) - Hàng Chính Hãng	Asus	15359000
32	Laptop Asus Zenbook 13 UX333FN-A4124T Core i5-8265U/Win10/ Numpad (13.3	Asus	22109000
33	Laptop Asus Vivobook S15 S530UA-BQ176T Core i3-8130U/Win10 (15.6 inch FHD IPS) - Hàng Chính Hãng	Asus	11959000
34	Laptop Asus Vivobook X407MA-BV085T N4000/ Win10 (14 inch) - Hàng Chính Hãng	Asus	5979000
35	Laptop Asus Vivobook A412DA-EK144T AMD R5-3500U/ Win10 (14 FHD) - Hàng Chính Hãng	Asus	13499000
36	Laptop Asus Vivobook S14 S430UN-EB139T Core i5-8250U/Win10 (14 inch FHD IPS) - Hàng Chính Hãng	Asus	14699000
37	Laptop Lenovo Legion Y530-15ICH 81FV00STVN Core i5-8300H/Dos (15.6	Lenovo	19859000
38	Laptop Lenovo Legion Y530-15ICH 81FV00SUVN Core i7-8750H/Dos (15.6	Lenovo	22219000
39	Laptop Asus Vivobook 14 A412FA-EK155T Core i3-8145U/Win10 (14	Asus	10690000
40	Laptop HP Envy 13-aq0027TU 6ZF43PA Core i7-8565U/ Win10 (13.3 FHD IPS) - Hàng Chính Hãng	HP	25479000
41	Laptop Asus TUF Gaming FX505DU-AL070T AMD R7-3750H/ GTX 1660Ti 6GB/ Win10 (15.6	Asus	24889000
42	Laptop Lenovo Ideapad 330-14IKBR 81G2007AVN Core i5-8250U/ Dos (14 FHD) - Hàng Chính Hãng	Lenovo	10909000
43	Laptop Lenovo IdeaPad L340-15IRH 81LK007JVN Core i7-9750H/ GTX 1050 3GB/ Dos (15.6 FHD IPS) - Hàng Chính Hãng	Lenovo	18779000
44	Laptop Asus Zenbook 13 UX333FA-A4181T Core i5-8265U/ Win10/ Numpad (13.3 FHD) - Hàng Chính Hãng	Asus	19849000
45	Laptop Lenovo V330-15IKB 81AX00MBVN Core i3-8130U/ Dos (15.6 HD) - Hàng Chính Hãng	Lenovo	8359000
46	Laptop Lenovo ThinkPad T480 20L5S01400 Core i5-8250U/Free Dos (14 inch) - Hàng Chính Hãng (Black)	Lenovo	26609000
47	Laptop Asus TUF Gaming FX505DD-AL186T AMD R5-3550H/ GTX 1050 3GB/ Win10 (15.6	Asus	19089000
48	Laptop Asus Vivobook S15 S530UA-BQ291T Core i5-8250U/Win10 (15.6 inch) - Hàng Chính Hãng	Asus	15719000
49	Laptop Asus Zenbook 14 UX431FA-AN016T Core i5-8265U/Win10 (14	Asus	19649000
50	Laptop Dell G7 Inspiron 7591 KJ2G41 Core i7-9750H/ GTX 1050 3GB/ Win10 (15.6 FHD) - Hàng Chính Hãng	Dell	27550000
51	Laptop Dell Vostro 3568 VTI321072 Core i3-7020U/Free Dos (15.6 inch) (Black) - Hàng Chính Hãng	Dell	9590000
52	Laptop Asus Vivobook S15 S530UA-BQ135T Core i3-8130U/Win 10 (15.6	Asus	12029000
53	Laptop Dell Vostro 5581 70194504 Core i5-8265U/ Win10 (15.6 FHD) - Hàng Chính Hãng	Dell	16119000
54	Laptop Asus X441NA-GA070T Core N4200/Win 10 14 inch - Hàng Chính Hãng	Asus	6189000
55	Laptop Acer Aspire 3 A315-34-C2H9 NX.HE3SV.005 Celeron N4000/ Win10 (15 HD) - Hàng Chính Hãng	Acer	6549000
56	Laptop Dell Vostro 5481 V4I5206W Core i5-8265U/ Win10+Office365 (14 FHD IPS) - Hàng Chính Hãng	Dell	17609000
57	Laptop HP Pavilion 15-cs2058TX 6YZ12PA Core i7-8565U/ Win10 (15.6 FHD) - Hàng Chính Hãng	HP	19279000
58	Laptop HP Pavilion 14-CE2041TU (Intel Core I5-8265U/ 4GB RAM DDR4/ 1TB HDD/ 14	HP	14129000
59	Laptop Asus Zenbook 13 UX333FA-A4116T Core i7-8565U/Win10/ Numpad (13.3	Asus	26990000
60	Laptop Asus Vivobook S14 S430UN-EB054T Core i5-8250U/ Win10 (14.0 inch FHD IPS) - Hàng Chính Hãng	Asus	13799000
61	Laptop Asus Vivobook S14 S410UA-EB003T Core i5-8250U/Win10 14 inch - Hàng Chính Hãng	Asus	12839000
62	Laptop HP Pavilion 15-cs2055TX 6ZF22PA Core i5-8265U/ MX130 2GB/ Win10 (15.6 FHD) - Hàng Chính Hãng	HP	15489000
63	Microsoft Surface Go 2018 Pentium 4415Y 4GB/64GB/Win10 (10 inch) (Silver) - Hàng Chính Hãng	Microsoft	10490000
64	Laptop Dell Vostro 3480 70187647 Core i5-8265U/ Win10 (14 HD) - Hàng Chính Hãng	Dell	12999000
65	Laptop Acer Aspire 5 A515-54-54EU NX.HN3SV.002 Core i5-10210U/ Win10 (15.6 FHD) - Hàng Chính Hãng	Acer	14699000
66	Laptop Lenovo Ideapad 320-14ISK Core i3 6006U/ Win10/ 14 inch ( 80XG0083VN ) - Black - Hàng Chính Hãng	 Lenovo	6290000
67	Laptop Asus ROG Strix G G531GT-AL017T Core i7-9750H/ GTX 1650 4GB/ Win10 (15.6 FHD IPS 120Hz) - Hàng Chính Hãng	Asus	27190000
68	Laptop HP Pavilion 15-cs2060TX 6YZ09PA Core i5-8265U/ MX130 2GB/ Win10 (15.6 FHD) - Hàng Chính Hãng	HP	16429000
69	Laptop Xiaomi Mi Air JYU4063GL Core i5-8250U/Win10 (13.3 inch - Global Version) - Grey - Hàng Chính Hãng DGW	Xiaomi	16990000
70	Laptop MSI GF63 Thin 9RCX-646VN Core i5-9300H/ GTX 1050Ti 4GB/ Win10 (15.6 FHD IPS) - Hàng Chính Hãng	MSI	20119000
71	Laptop HP ProBook 440 G6 5YM64PA Core i5-8265U/Dos (14	HP	14949000
72	Laptop Asus Vivobook A412DA-EK346T AMD R3-3200U/ Win10 (14 FHD) - Silver - Hàng Chính Hãng	Asus	10829000
73	Laptop Asus Vivobook X509FA-EJ203T Core i5-8265U/ Win10 (15.6 FHD) - Hàng Chính Hãng	Asus	13669000
74	Laptop Asus TUF Gaming FX505GD-BQ012T Core i5-8300H/ Win10 (15.6 FHD IPS) - Hàng Chính Hãng	Asus	19849000
75	Laptop Dell Inspiron 15 5570 M5I5238 Core i5-8250U/ Radeon 530/ DOS (15.6	Dell	14639000
76	Laptop Asus ROG Strix G G731-VEV082T Core i7-9750H/ RTX 2060 6GB/ Win10 (17.3 FHD IPS 144Hz) - Hàng Chính Hãng	Asus	39449000
77	Laptop Asus Vivobook S15 S530UA-BQ033T Core i3-8130U/Win 10 (15.6	Asus	10769000
78	Laptop Asus Vivobook A411UA-BV611T Core i3-8130U/Win10 (14 inch) (Gold) - Hàng Chính Hãng	Asus	10209000
79	Laptop Asus Zenbook 14 UX433FA-A6106T Core i5-8265U/Win10/Numpad (14 FHD) - Hàng Chính Hãng	Asus	20929000
80	Laptop Lenovo V130-14IKB 81HQ00EPVN Pentium Gold 4415U/Free Dos (14	Lenovo	7500000
81	Laptop HP Envy 13-ah0026TU 4ME93PA Core i5-8250U/Win10 (13.3 inch) - Gold - Hàng Chính Hãng	HP	20209000
82	Laptop HP ProBook 450 G6 5YM81PA Core i5-8265U/ Dos (15.6	HP	16069000
83	Laptop Lenovo Legion Y530-15ICH 81FV008LVN Core i7-8750H/Win10 (15.6 inch) - Black - Hàng Chính Hãng	Lenovo	23900000
84	Laptop Asus ROG Strix G G531GT-AL007T Core i5-9300H/ GTX 1650 4GB/ Win10 (15.6 FHD IPS 120Hz) - Hàng Chính Hãng	Asus	23439000
85	Laptop HP Notebook 14-cK0068TU 4ME90PA Core i3-7020U/Win10 (14	HP	8999000
86	Laptop Asus Vivobook A512FA-EJ837T Core i3-8145U/ Win10 (15.6 FHD) - Hàng Chính Hãng	Asus	12129000
87	Laptop Asus Zenbook UM433DA-A5012T AMD R5-3500U/ Numpad/ Win10 + Office365 (14 FHD IPS) - Hàng Chính Hãng	Asus	19549000
88	Laptop Asus Vivobook 14 A412FA-EK156T Core i3-8145U/Win10 (14	Asus	10969000
89	Laptop Asus Vivobook X409FA-EK201T Core i5-8265U/ Win10 (14 FHD) - Hàng Chính Hãng	Asus	13400000
90	Laptop Asus Vivobook X507UF-EJ078T Core i5-8250U/Win10 (15.6 inch) (Grey) - Hàng Chính Hãng	Asus	13159000
91	Laptop Xiaomi Mi Notebook Pro Core i5-8250U/Win10 (15.6 inch) - Hàng Chính Hãng (Grey)	Xiaomi	19299000
92	Laptop Acer Aspire 3 A315-54-57PJ NX.HEFSV.004 Core i5-8265U/ Win10 (15.6 FHD) - Hàng Chính Hãng	Acer	11719000
93	Laptop MSI PS42 8M-288VN Core i5-8250U/Win10 (14.0	MSI	19890000
94	Laptop Masstel L133 Pro - Hàng Chính Hãng	Masstel	5990000
95	Laptop Gaming Asus ROG Strix SCAR GL703GE-EE047T Core i7-8750H/Win10 (17.3 inch) - Gunmetal Aluminum - Hàng Chính Hãng	Asus	27200000
96	Laptop Asus Vivobook S15 S530UN-BQ255T Core i5-8250U/Win10 (15.6 inch) (Gold) - Hàng Chính Hãng	Asus	16730000
97	Laptop HP Probook 430 G5 4SS49PA Core i3-8130U/Free Dos (13.3 inch) (Silver) - Hàng Chính Hãng	HP	11419000
98	Laptop HP Probook 440 G6 (Intel Core I3 - 8145U/ 4GB RAM DDR4/ 256GB SSD/ 14	HP	13390000
99	Laptop Dell Vostro 3468 70159379 Core i3-7020U/Free Dos (14 inch) (Black) - Hàng Chính Hãng	Dell	10499000
100	Laptop Asus Vivobook X409FJ-EK035T Core i5-8265U/ MX230 2GB/ Win10 (14 FHD) - Hàng Chính Hãng	Asus	14589000
101	Laptop Dell Vostro 5370 7M6D51 Core i5-8250U/ Win10 + Office365 (13.3 inch FHD) - Hàng Chính Hãng	Dell	18679000
102	Laptop Acer Aspire 5 A515-54-51J3 NX.HN5SV.003 Core i5-10210U/ Win10 (15.6 FHD) - Hàng Chính Hãng	Acer	16559000
103	Laptop Asus Vivobook S431FL-EB145T Core i5-8265U/ MX250 2GB/ WIn10 (14 FHD IPS) - Hàng Chính Hãng	Asus	18939000
104	Laptop Asus ROG Zephyrus S GX502GW-AZ129T Core i7-9750H/ RTX 2070 8GB/ Win10 (15.6 FHD IPS 240Hz G-Sync, 3ms) - Hàng Chính Hãng	Asus	57659000
105	Laptop Dell Inspiron 5593 70196703 Core i3-1005G1/ Win10 (15.6 FHD) - Hàng Chính Hãng	Dell	12699000
106	Apple Macbook Pro Touch Bar 2019 - 15 inchs (i7/ 16GB/ 256GB) - Hàng Nhập Khẩu Chính Hãng	Apple	56669000
107	Laptop Asus TUF Gaming FX705DD-AU059T AMD R7-3750H/ GTX 1050 3GB/ Win10 (17.3	Asus	22990000
108	Laptop Asus Vivobook X507UF-EJ077T Core i5-8250U/Win10 (15.6 inch) (Gold) - Hàng Chính Hãng	Asus	12899000
109	Laptop HP Probook 440 G6 (Intel Core I5-8265U  4GB RAM DDR4  256GB SSD  14	HP	16069000
110	Laptop Gaming MSI GL63 8RC-436VN Core i7-8750H/ Win10 (15.6 inch) - Black - Hàng Chính Hãng	MSI	23850000
111	Laptop Asus Vivobook X407UA-BV308T Core i5-8250U/Win10 (14 inch) (Gold) - Hàng Chính Hãng	Asus	12690000
112	Laptop Lenovo V330-15IKB 81AX00MCVN Core i5-8250U/Free Dos (15.6	Lenovo	10739000
113	Microsoft Surface Pro 2017 KJR-00001 Core i5-7300U 8GB/128GB/Win10 Pro (12.3 inch) (Silver) - Hàng Chính Hãng	Microsoft	27990000
114	APPLE MACBOOK PRO 13.3	Apple	38490000
115	Laptop Acer Aspire Nitro A715-72G-50NA NH.GXBSV.001 Core i5-8300HQ/Free Dos (15.6 inch) (Black) - Hàng Chính Hãng	Acer	17290000
116	Laptop Dell Vostro 5481 70175946 Core i7-8565U/ Win10 + Office365 (14.0	Dell	23990000
117	Apple Macbook Pro Touch Bar 2019 - 13 inchs (i5/ 8GB/ 256GB) - Hàng Nhập Khẩu Chính Hãng	Apple	43769000
118	Laptop Asus VivoBook S15 S510UN-BQ276T Core i5-8250U/Win10 (15.6 inch) - Gold - Hàng Chính Hãng	Asus	15299000
119	Laptop HP Envy 13-aq0025TU 6ZF33PA Core i5-8265U/ Win10 (13.3 FHD IPS) - Hàng Chính Hãng	HP	19729000
120	Laptop Asus Vivobook A412FA-EK223T i3-8145U/4G/512GB SSD/UMA/14	Asus	11949000
121	Laptop Asus Zenbook Flip 14 UX461UA-E1147T Core i5-8250U/Win10 (14.0	Asus	19060000
122	Laptop Dell Vostro 3578 NGMPF12 Core i7-8550U/ Radeon 520/ Ubuntu (15.6 FHD) - Hàng Chính Hãng	Dell	17029000
123	Laptop Dell Vostro 3578 NGMPF22 Core i5-8250U/ Ubuntu (15 FHD) - Hàng Chính Hãng	Dell	11699000
124	Laptop HP Probook 440 G6 (Intel Core I5 - 8265U/ 8GB RAM DDR4/ 256GB SSD/ 14	HP	17690000
125	Laptop Lenovo Ideapad 320-14ISK 80XG0083VN Core i3-6006U/Win10 (14 inch) - Black - Hàng Chính Hãng	Lenovo	6390000
126	Laptop Asus Zenbook Flip 13 UX362FA-EL205T Core i5-8265U/ Win10/ Numpad (13.3 FHD Touch IPS) - Hàng Chính Hãng	Asus	22819000
127	Laptop Dell Inspiron 3576 N3576D Core i3-8130U/ Win10 (15.6 HD) - Hàng Chính Hãng	Dell	10549000
128	Laptop Asus Zenbook UX433FA-A6105T Core i5-8265U/ Win10 (14 FHD IPS) - Hàng Chính Hãng	Asus	21279000
129	Laptop Asus Vivobook A412FA-EK287T Core i3-8145U/ Win10 (14 FHD) - Hàng Chính Hãng	Asus	11739000
130	laptop Asus Vivobook A510UA-EJ1123T Core i3-8130U/Win10 (15.6	Asus	10259000
131	Laptop Asus Vivobook S15 S530FN-BQ133T Core i5-8265U/ Win10 (15.6	Asus	17199000
132	Laptop Dell Inspiron 5370 N3I3002W Core i3-8130U/Win10 (13.3	Dell	14700000
133	Laptop Asus Vivobook S531FL-BQ192T Core i7-8565U/ MX250 2GB/ Win10 (15.6 FHD IPS) - Hàng Chính Hãng	Asus	21699000
134	Laptop Asus Zenbook 13 UX333FA-A4117T Core i5-8265U/ Win10 (13.3 FHD) - Hàng Chính Hãng	Asus	21179000
135	Laptop Asus ROG Zephyrus G GA502DU-AL024T AMD R7-3750H/ GTX 1660Ti 6GB/ Win10 (15.6 FHD 120Hz) - Hàng Chính Hãng	Asus	29459000
136	Laptop Lenovo ThinkPad L390 20NRS00500 Core i7-8565U/ Dos (13.3	Lenovo	23800000
137	Laptop Lenovo IdeaPad S145-14IWL 81MU00HUVN Core 3-8145U/win10 (14 FHD) - Hàng Chính Hãng	Lenovo	10389000
138	Laptop HP ProBook 450 G6 6FH07PA Core i7-8565U/ MX130 2GB/ Dos (15.6 FHD) - Hàng Chính Hãng	HP	21215000
139	Laptop Acer Aspire 3 A315-54K-36QU NX.HEESV.007 Core i3-7020U/ Win10 (15.6 FHD) - Hàng Chính Hãng	Acer	9190000
140	Laptop Acer Aspire 3 A315-54-3501 NX.HEFSV.003 Core i3-8145U/ Win10 (15.6 FHD) - Hàng Chính Hãng	Acer	10099000
141	Laptop Dell Vostro 3480 2K47M1 Core i5-8265U/ Radeon 520/ Win10 (14 HD) - Hàng Chính Hãng	Dell	13969000
142	Laptop HP Pavilion 15-cs2056TX 6YZ11PA Core i5-8265U/ MX130 2GB/ Win10 (15.6 FHD) - Gold - Hàng Chính Hãng	HP	15029000
143	Laptop Asus Zenbook 14 UX433FN-A6124T Core i5-8265U/ Win10/ Numpad (14	Asus	24050000
144	Laptop Dell XPS 15 9570 (70158746): Core i7-8750H / Win10 + Office365 15.6	Dell	44990000
145	Laptop Dell Inspiron 3476 8J61P1 Core i3-8130U/Free Dos (14 inch) (Black) - Hàng Chính Hãng	Dell	10200000
146	Laptop LG Gram 2018 13ZD980-G AX52A5 Core i5-8250U / Free Dos (13.3 inch) – White – Hàng Chính Hãng	LG	23490000
147	Laptop Asus ZenBook UX433FN-A6125T Core i5-8265U/Win10 (14	Asus	24400000
148	Laptop LG Gram 2018 14ZD980-G AX52A5 Core i5-8250U / Free Dos (14 inch) – White – Hàng Chính Hãng	LG	25799000
149	Laptop Asus Vivobook 15 A512FA-EJ570T Core i3-8145U/ Win10 (15.6 FHD) - Hàng Chính Hãng	Asus	11829000
150	Laptop Asus Vivobook S14 S430FA-EB033T Core i3-8145U/ Win10 (14	Asus	13259000
151	Laptop Gaming MSI GF63 8RD-221VN Core i7-8750H/Win10 (15.6 inch) (Black) - Hàng Chính Hãng	MSI	23739000
152	Laptop Asus VivoBook Flip 12 TP203NAH-BP044T Pentium N3350/Win10 (11.6 inch) - Gold - Hàng Chính Hãng	Asus	8990000
153	Laptop Gaming MSI Stealth GS63 8RD-006VN Core i7-8750H/Win10 (15.6 inch) - Black - Hàng Chính Hãng	MSI	34290000
154	Laptop Asus TUF Gaming FX504GE-E4138T Core i5-8300H/ Win10 (15.6 inch) - Hàng Chính Hãng	Asus	21079000
155	Laptop Dell Inspiron 5480 X6C891 Core i5-8265U/ Win10 + Office365 (14.0 inch FHD) - Hàng Chính Hãng	Dell	19089000
156	Laptop Dell Inspiron 3576 70153188 Core i5-8250U/Free Dos (15.6 inch) - Black - Hàng Chính Hãng	Dell	13700000
157	Laptop Asus TUF Gaming FX504GD-E4177T Core i5-8300H/Win10 (15.6 inch) - Hàng Chính Hãng	Asus	18990000
158	Laptop MSI GF63 8RC-243VN Core i5-8300H/Win10 (15.6	MSI	20039000
159	Laptop Acer Nitro 5 AN515-52-75FT NH.Q3LSV.003 Core i7-8750H/Free Dos (15.6 inch) (Black) - Hàng Chính Hãng	Acer	22290000
160	Laptop DELL Inspiron 13 5379 JYN0N1 Core i5-8250U/Win10 + Office 13.3 inch - Hàng Chính Hãng	Dell	19989000
161	Laptop Asus ASUSPRO B9440UA-GV0488T Core i7-8550U/ Win10 (14	Asus	22699000
162	Laptop Asus Vivobook S431FA-EB511T Core i5-8265U/ Win10 (14 FHD IPS) - Hàng Chính Hãng	Asus	17329000
163	Laptop Asus Vivobook S431FA-EB076T Core i5-8265U/ Win10 + Office365 (14 FHD) - Hàng Chính Hãng	Asus	17329000
164	Laptop Asus ROG Strix G G531GD-AL034T Core i7-9750H/ GTX 1050 4GB/ Win10 (15.6 FHD IPS 120Hz) - Hàng Chính Hãng	Asus	24939000
165	Laptop HP Pavilion 15-cs0016TU 4MF08PA Core i3-8130U/Win10 (15.6 inch) (Gold) - Hàng Chính Hãng	HP	11389000
166	Laptop Acer Swift SF314-32-54-58KB NX.GXZSV.002 Core i5-8250U/Win10 (14 inch) (Silver) - Hàng Chính Hãng	Acer	14119000
167	Laptop Asus Vivobook X509FA-EJ101T Core i5-8265U/ Win10 (15.6 FHD) - Hàng Chính Hãng	Asus	13000000
168	Laptop HP Pavilion 14-ce1008TU 5JN06PA Core i5-8265U/Win10 (14.0	HP	13890000
169	Laptop Asus Vivobook A512FA-EJ555T Core i3-8145U/ Win10 (15.6 FHD) - Hàng Chính Hãng	Asus	12089000
170	Laptop Asus Zenbook 13 UX331UN-EG129TS Core i5-8250U/Win10 (13.3 inch) (Gold) - Hàng Chính Hãng	Asus	20579000
171	Laptop Lenovo ThinkPad E490 20N8S01V00 Core i5-8265U/ Dos (14 HD) - Hàng Chính Hãng	Lenovo	14949000
172	Laptop Dell Inspiron 3480 N4I5107WS i5-8265U 8GB 256GB 14	Dell	14885000
173	Laptop HP Pavilion 15-CS2032TU 6YZ04PA Core i3-8145U/ Win10 (15.6 FHD) - Hàng Chính Hãng	HP	12109000
174	Laptop Asus ROG Zephyrus M GU502GU-ES014T Core i7-9750H/ GTX 1660Ti 6GB/ Win10 (15.6 IPS 144Hz) - Hàng Chính Hãng	Asus	39099000
175	Laptop HP Pavilion 14-ce2049TU 7YA46PA Core i5-8265U/ Win10 (14 FHD IPS) - Hàng Chính Hãng	HP	15609000
176	Laptop Asus Vivobook S15 S530FA-BQ066T Core i5-8265U/Win10 (15.6	Asus	15299000
177	Laptop Dell Inspiron 5584 N5I5413W Core i5-8265U/ MX130/ Win10 (15 FHD) - Hàng Chính Hãng	Dell	19039000
178	Laptop Dell Vostro 5581 V5581A Core i7-8565U/ MX130 2GB/ Win10 + Office365 (15.6 FHD IPS) - Hàng Chính Hãng	Dell	23899000
179	Laptop Asus Vivobook S14 S430FA-EB074T Core i5-8265U/ Win10 (14	Asus	15199000
180	Laptop Acer Swift 3 SF315-52-38YQ NX.GZBSV.003 Core i3-8130U/ Win10 (15.6 FHD IPS) - Hàng Chính Hãng	Acer	11659000
181	Laptop Lenovo Yoga 520-14IKB 80X8016EVN Core i3-7130U/ Win10 (14 HD Touch) - Hàng Chính Hãng	Lenovo	9990000
182	Laptop HP ProBook 450 G6 5YN02PA Core i5-8265U/Win10 (15.6	HP	16385000
183	Laptop Lenovo ThinkPad X390 20Q0S03M00 Core i5-8265U/ Dos (13.3 FHD IPS) - Hàng Chính Hãng	 Lenovo	28299000
184	Laptop Dell Inspiron 3480 N3480I Core i5-8265U/ AMD 520 2GB/ Win10 (14 HD) - Hàng Chính Hãng	Dell	13359000
185	Laptop Asus Vivobook X409FA-EK199T Core i5-8265U/ Win10 (14 FHD) - Hàng Chính Hãng	Asus	12420000
186	Laptop HP Pavilion 14-ce2034TU 6YZ17PA Core i3-8145U/ Win10 (14 FHD) - Hàng Chính Hãng	HP	11979000
187	Laptop Asus Vivobook S13 S330FA-EY116T Core  i5-8265U/ Win10 (13.3 FHD IPS) - Hàng Chính Hãng	Asus	17779000
188	Laptop HP 15s-du0041TX 6ZF66PA Core i7-8565U/ MX130 2GB/ Win10 (15.6 HD) - Hàng Chính Hãng	HP	16739000
189	Laptop Lenovo Yoga 520-14IKB-80X80107VN Core i3-7130U/Win10 (14	Lenovo	9949000
190	Laptop Dell Inspiron G3 G5I54114 Core i5-8300H/ Dos (15.6 inch FHD IPS) - Hàng Chính Hãng	Dell	18550000
191	Laptop Lenovo ThinkPad T490 20N2S03K00 Core i5-8265U/ Dos (14 FHD IPS) - Hàng Chính Hãng	Lenovo	27219000
192	Laptop HP Pavilion 15-CS2031TU 6YZ03PA Core i3-8145U/ Win10 (15.6 FHD) - Hàng Chính Hãng	HP	12179000
193	Laptop Asus Vivobook S14 S430FA-EB077T Core i5-8265U/ Win10 (14	Asus	15600000
194	Laptop Asus Vivobook 15 X505ZA-EJ563T AMD R5-2500U/ Win10 (15.6	Asus	11209000
195	Laptop Lenovo ThinkPad T490s 20NXS00200 Core i7-8565U/ Dos (14 FHD IPS) - Hàng Chính Hãng	 Lenovo	33459000
196	Laptop Dell Vostro 3480 70187708 Core i5-8265U/ Win10 (14 HD) - Hàng Chính Hãng	Dell	13990000
197	Laptop Dell Vostro 3580 T3RMD1 Core i5-8265U/ Win10 (15.6 FHD) - Hàng Chính Hãng	Dell	13509000
198	Laptop Asus Zenbook 13 UX333FN-A4125T Core i5-8265U/ Win10/ Numpad (13.3 FHD) - Hàng Chính Hãng	Asus	22109000
199	Laptop Asus Vivobook S13 S330UA-EY042T Core i7-8550U/Win 10 (13.3	Asus	19379000
200	Laptop Acer Swift 3 SF314-56-50AZ NX.H4CSV.008 Core i5-8265U/ Win10 (14 FHD IPS) - Hàng Chính Hãng	Acer	17449000
201	Laptop HP Pavilion 14-ce2037TU 6YZ13PA Core i3-8145U/ Win10 (14 FHD) - Hàng Chính Hãng	HP	12159000
202	Laptop LG Gram 2018 14Z980-G AH52A5 Core i5-8250U / Win10 (14 inches) – Silver – Hàng Chính Hãng	LG	26990000
